price,total_sqft,location,area_type,size,availability,bath,balcony,society,SwimmingPool,ShoppingMall,School,CarParking,Hospital
4000000,1062,Vandalur,Super built-up  Area,2 BHK,Ready To Move,2,1,SawyerW,0,0,0,0,0
4000000,1062,Vandalur,Super built-up  Area,2 BHK,Ready To Move,2,1,Crawfor,0,0,0,0,0
4000000,1062,Vandalur,Built-up  Area,3 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,0
4000000,1062,Vandalur,Plot  Area,4 Bedroom,Ready To Move,2,1,NoRidge,0,0,0,0,0
4000000,1062,Vandalur,Built-up  Area,3 BHK,Ready To Move,2,1,NoRidge,0,0,0,0,0
4000000,1062,Vandalur,Plot  Area,5 Bedroom,Ready To Move,2,1,Edwards,0,0,0,0,0
4000000,1062,Vandalur,Plot  Area,4 Bedroom,Ready To Move,2,1,NAmes,0,0,0,0,0
3322000,852,Pozhichalur,Super built-up  Area,2 BHK,Ready To Move,2,1,CollgCr,0,0,0,1,0
3065000,786,Pozhichalur,Built-up  Area,2 BHK,Ready To Move,2,1,Somerst,0,0,0,1,0
2808000,720,Pozhichalur,Super built-up  Area,2 BHK,Ready To Move,2,1,CollgCr,0,0,0,1,0
3276000,840,Pozhichalur,Super built-up  Area,3 BHK,18-Feb,2,1,Edwards,0,0,0,1,0
2909000,746,Pozhichalur,Built-up  Area,2 BHK,Ready To Move,2,1,NAmes,0,0,0,1,0
3049000,782,Pozhichalur,Super built-up  Area,2 BHK,Ready To Move,2,1,BrkSide,0,0,0,1,0
2858000,733,Pozhichalur,Super built-up  Area,2 BHK,17-Oct,2,1,NoRidge,0,0,0,1,0
8216000,1565,Kolathur,Super built-up  Area,4 BHK,Ready To Move,2,1,BrkSide,1,0,0,1,0
6704000,1277,Kolathur,Super built-up  Area,2 BHK,Ready To Move,2,1,Somerst,1,0,0,1,0
9276000,1767,Kolathur,Super built-up  Area,3 BHK,Ready To Move,3,1,IDOTRR,1,0,0,1,0
10100000,1938,Kolathur,Super built-up  Area,3 BHK,18-Apr,3,1,Edwards,1,0,0,1,0
13700000,2627,Kolathur,Super built-up  Area,2 BHK,Ready To Move,3,1,Mitchel,1,0,0,1,0
16900000,3234,Kolathur,Built-up  Area,1 BHK,Ready To Move,3,1,OldTown,1,0,0,1,0
10600000,2020,Kolathur,Super built-up  Area,2 BHK,Ready To Move,3,1,Gilbert,1,0,0,1,0
7113000,1355,Kolathur,Super built-up  Area,4 BHK,Ready To Move,2,1,Somerst,1,0,0,1,0
8604000,1639,Kolathur,Super built-up  Area,2 BHK,Ready To Move,2,1,CollgCr,1,0,0,1,0
9759000,1859,Kolathur,Built-up  Area,2 BHK,Ready To Move,3,1,Edwards,1,0,0,1,0
9229000,1758,Kolathur,Super built-up  Area,2 BHK,Ready To Move,3,1,IDOTRR,1,0,0,1,0
12100000,1506,Madipakkam,Plot  Area,1 Bedroom,Ready To Move,3,1,BrDale,0,0,0,1,0
11600000,1444,Madipakkam,Super built-up  Area,2 BHK,Ready To Move,3,1,NWAmes,0,0,0,1,0
10200000,1282,Madipakkam,Plot  Area,4 Bedroom,Ready To Move,3,1,NWAmes,0,0,0,1,0
9742000,1215,Madipakkam,Super built-up  Area,3 BHK,18-Dec,2,1,OldTown,0,0,0,1,0
11700000,1464,Madipakkam,Super built-up  Area,2 BHK,Ready To Move,3,1,CollgCr,0,0,0,1,0
7867000,965,Madipakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,CollgCr,0,0,0,1,0
8767000,1100,Madipakkam,Super built-up  Area,4 BHK,18-Dec,2,1,NAmes,0,0,0,1,0
8589000,1068,Madipakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,SawyerW,0,0,0,1,0
30000000,1975,Adyar,Super built-up  Area,3 BHK,Ready To Move,3,1,CollgCr,1,0,0,0,0
30000000,1975,Thiruvanmiyur,Super built-up  Area,2 BHK,Ready To Move,3,1,Crawfor,1,0,0,0,0
6500000,1024,Maduravoyal,Plot  Area,5 Bedroom,Ready To Move,2,1,CollgCr,1,0,0,0,0
4000000,592,Vanagaram,Super built-up  Area,2 BHK,Ready To Move,1,1,OldTown,1,0,0,0,0
9000000,1076,Pallavaram,Plot  Area,4 Bedroom,18-Nov,2,1,NWAmes,1,0,0,0,0
4000000,1062,Peerakankaranai,Super built-up  Area,2 BHK,18-Aug,2,1,Timber,0,0,0,0,0
4000000,1060,Vandalur,Super built-up  Area,2 BHK,Ready To Move,2,1,SawyerW,0,0,0,0,0
7500000,1276,Madhavaram,Super built-up  Area,2 BHK,Ready To Move,2,1,OldTown,1,0,0,0,0
6396000,984,Kolathur,Super built-up  Area,1 BHK,Ready To Move,2,1,NAmes,0,0,0,0,0
6389000,983,Kolathur,Super built-up  Area,2 BHK,Ready To Move,2,1,NAmes,0,0,0,0,0
6389000,983,Anna Nagar,Built-up  Area,3 BHK,Ready To Move,2,1,BrkSide,0,0,0,0,0
6831000,1051,Anna Nagar,Super built-up  Area,2 BHK,Ready To Move,2,1,NoRidge,0,0,0,0,0
6461000,994,Kolathur,Plot  Area,5 Bedroom,Ready To Move,2,1,CollgCr,0,0,0,0,0
6636000,1021,Anna Nagar,Super built-up  Area,3 BHK,Ready To Move,2,1,NWAmes,0,0,0,0,0
6259000,963,Anna Nagar,Super built-up  Area,2 BHK,Ready To Move,2,1,NAmes,0,0,0,0,0
6389000,983,Anna Nagar,Plot  Area,9 Bedroom,Ready To Move,2,1,NAmes,0,0,0,0,0
6565000,1010,Anna Nagar,Super built-up  Area,2 BHK,Ready To Move,2,1,Somerst,0,0,0,0,0
6948000,1069,Korattur,Super built-up  Area,2 BHK,20-Dec,2,1,NridgHt,0,0,0,0,0
6461000,994,Kolathur,Super built-up  Area,3 BHK,Ready To Move,2,1,SWISU,0,0,0,0,0
6396000,984,Kolathur,Built-up  Area,2 BHK,Ready To Move,2,1,StoneBr,0,0,0,0,0
6636000,1021,Anna Nagar,Built-up  Area,1 BHK,Ready To Move,2,1,NAmes,0,0,0,0,0
6461000,994,Korattur,Super built-up  Area,3 BHK,Ready To Move,2,1,Gilbert,0,0,0,0,0
6389000,983,Kolathur,Super built-up  Area,2 BHK,Ready To Move,2,1,Somerst,0,0,0,0,0
7569000,1321,Korattur,Super built-up  Area,3 BHK,Ready To Move,2,1,Somerst,1,0,1,0,0
2725000,639,Avadi,Super built-up  Area,3 BHK,Ready To Move,2,1,CollgCr,1,0,0,0,0
2725000,645,Avadi,Super built-up  Area,2 BHK,Ready To Move,2,1,MeadowV,1,0,0,0,0
3500000,750,Sunnambu Kolathur S Kolathur,Super built-up  Area,2 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,0
6600000,1002,Gowrivakkam,Super built-up  Area,1 RK,Ready To Move,2,1,CollgCr,1,0,0,0,0
7600000,984,Thoraipakkam,Built-up  Area,6 Bedroom,Ready To Move,2,1,OldTown,1,0,0,0,0
5978000,1128,Manikandan Nagar,Super built-up  Area,3 BHK,Ready To Move,3,1,NAmes,0,0,0,0,0
5900000,1123,Ullagaram,Super built-up  Area,3 BHK,Ready To Move,3,1,CollgCr,0,0,0,0,0
4600000,880,Kovilambakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,NoRidge,0,0,0,0,0
5700000,1080,Kovilambakkam,Super built-up  Area,4 BHK,Ready To Move,3,1,Somerst,0,0,0,0,0
5700000,1080,Kovilambakkam,Plot  Area,4 Bedroom,Ready To Move,3,1,Timber,0,0,0,0,0
4200000,809,Kovilambakkam,Plot  Area,6 Bedroom,Ready To Move,2,1,SWISU,0,0,0,0,0
5861000,1058,Ullagaram,Super built-up  Area,3 BHK,18-Oct,3,1,Edwards,0,0,0,0,0
6138000,1116,Ullagaram,Super built-up  Area,2 BHK,19-Feb,3,1,BrDale,0,0,0,0,0
6476000,1222,Ullagaram,Super built-up  Area,2 BHK,Ready To Move,3,1,Timber,0,0,0,0,0
3743000,871,Poonamallee,Built-up  Area,2 BHK,Ready To Move,2,1,Edwards,0,0,0,0,0
2850000,750,Mudichur,Built-up  Area,7 Bedroom,Ready To Move,1,1,NAmes,0,0,0,0,0
3173000,835,Thiruverkadu,Super built-up  Area,3 BHK,Ready To Move,2,1,OldTown,0,0,0,0,0
3743000,871,Poonamallee,Super built-up  Area,2 BHK,Ready To Move,2,1,Sawyer,0,0,0,0,0
4708000,984,Kattupakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,Edwards,0,0,0,0,0
3094000,884,Thirumazhisai,Super built-up  Area,2 BHK,Ready To Move,2,1,IDOTRR,0,0,0,0,0
3956000,920,Poonamallee,Super built-up  Area,3 BHK,Ready To Move,2,1,NWAmes,0,0,0,0,0
2880000,600,Kattupakkam,Super built-up  Area,3 BHK,Ready To Move,1,1,OldTown,0,0,0,0,0
3743000,871,Poonamallee,Super built-up  Area,4 BHK,18-Dec,2,1,Gilbert,0,0,0,0,0
3956000,920,Poonamallee,Super built-up  Area,2 BHK,Ready To Move,2,1,BrkSide,0,0,0,0,0
2743000,638,Poonamallee,Super built-up  Area,2 BHK,Ready To Move,1,1,CollgCr,0,0,0,0,0
3363000,885,Avadi,Built-up  Area,2 BHK,Ready To Move,2,1,NAmes,0,0,0,0,0
2471000,706,Thirumazhisai,Super built-up  Area,3 BHK,Ready To Move,2,1,NAmes,0,0,0,0,0
2850000,750,Mudichur,Built-up  Area,2 BHK,Ready To Move,1,1,OldTown,0,0,0,0,0
3173000,835,Thiruverkadu,Plot  Area,4 Bedroom,Ready To Move,2,1,Blmngtn,0,0,0,0,0
3195000,841,Avadi,Super built-up  Area,3 BHK,Ready To Move,2,1,Timber,0,0,0,0,0
3956000,920,Poonamallee,Built-up  Area,3 BHK,Ready To Move,2,1,Timber,0,0,0,0,0
4988000,1160,Poonamallee,Plot  Area,4 Bedroom,18-Apr,2,1,BrkSide,0,0,0,0,0
2089999,550,Mudichur,Super built-up  Area,4 BHK,18-Jul,1,1,NAmes,0,0,0,0,0
3250000,805,Ullagaram,Super built-up  Area,2 BHK,Ready To Move,2,1,SWISU,0,0,0,0,0
3300000,809,Ullagaram,Super built-up  Area,2 BHK,17-Jul,2,1,BrkSide,0,0,0,0,0
8214000,1439,Korattur,Built-up  Area,2 BHK,Ready To Move,3,1,Gilbert,1,0,1,0,0
3893000,614,Korattur,Super built-up  Area,2 BHK,18-Aug,2,1,CollgCr,1,0,1,0,0
10700000,1909,Korattur,Built-up  Area,1 BHK,Ready To Move,4,1,Somerst,1,0,1,0,0
6434000,1092,Manapakkam,Super built-up  Area,2 BHK,Ready To Move,3,1,OldTown,0,0,0,0,0
4623000,797,Manapakkam,Super built-up  Area,3 BHK,Ready To Move,2,1,Crawfor,0,0,0,0,0
4513000,778,Manapakkam,Super built-up  Area,4 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,0
4733000,816,Manapakkam,Built-up  Area,3 BHK,18-Dec,2,1,Mitchel,0,0,0,0,0
4733000,816,Manapakkam,Super built-up  Area,3 BHK,18-Nov,2,1,OldTown,0,0,0,0,0
4733000,816,Manapakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,NWAmes,0,0,0,0,0
4513000,778,Manapakkam,Super built-up  Area,4 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,0
3422999,835,Kattankulathur,Built-up  Area,2 BHK,Ready To Move,2,1,NAmes,0,0,0,0,0
3461000,845,Kattankulathur,Super built-up  Area,4 BHK,20-Dec,2,1,NAmes,0,0,0,0,0
5063000,1220,Kattankulathur,Super built-up  Area,3 BHK,Ready To Move,3,1,SawyerW,0,0,0,0,0
3461000,845,Kattankulathur,Super built-up  Area,3 BHK,Ready To Move,2,1,BrkSide,0,0,0,0,0
6500000,1159,Vanagaram,Built-up  Area,3 BHK,Ready To Move,2,1,Blmngtn,1,0,0,0,0
6500000,1159,Mogappair,Super built-up  Area,1 BHK,21-Oct,2,1,OldTown,1,0,0,0,0
6500000,1131,Ayanambakkam,Built-up  Area,2 BHK,20-Dec,2,1,NoRidge,1,0,0,0,0
4011999,1056,Kundrathur,Super built-up  Area,2 BHK,Ready To Move,3,1,NAmes,0,0,0,0,0
5647000,1255,Kolapakkam,Super built-up  Area,3 BHK,Ready To Move,3,1,Crawfor,0,0,0,0,0
4545000,1010,Porur,Super built-up  Area,2 BHK,Ready To Move,2,1,NWAmes,0,0,0,0,0
3879000,862,Kolapakkam,Built-up  Area,2 BHK,Ready To Move,2,1,NPkVill,0,0,0,0,0
3879000,862,Kolapakkam,Built-up  Area,2 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,0
2416000,636,Kundrathur,Super built-up  Area,2 BHK,18-Apr,2,1,Edwards,0,0,0,0,0
2250000,411,Medavakkam,Super built-up  Area,2 BHK,18-May,1,1,NAmes,1,0,0,0,0
2584000,472,Medavakkam,Built-up  Area,6 Bedroom,Ready To Move,1,0,NAmes,1,0,0,0,0
3934000,622,Korattur,Plot  Area,2 Bedroom,Ready To Move,2,0,NoRidge,1,0,1,0,0
9643000,1691,Korattur,Super built-up  Area,3 BHK,Ready To Move,3,0,NAmes,1,0,1,0,0
6618000,1138,Korattur,Super built-up  Area,2 BHK,Ready To Move,2,1,OldTown,1,0,1,0,0
9861000,1569,Karapakkam,Super built-up  Area,3 BHK,Ready To Move,3,1,NWAmes,1,0,0,1,0
7530000,1208,Karapakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,Gilbert,1,0,0,1,0
8161000,1316,Karapakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,NPkVill,1,0,0,1,0
10000000,1647,Karapakkam,Plot  Area,4 Bedroom,Ready To Move,3,1,OldTown,1,0,0,1,0
7652000,1229,Karapakkam,Super built-up  Area,3 BHK,Ready To Move,2,1,Gilbert,1,0,0,1,0
9925000,1618,Karapakkam,Super built-up  Area,3 BHK,Ready To Move,3,1,Mitchel,1,0,0,1,0
7641000,1227,Karapakkam,Super built-up  Area,3 BHK,18-Jun,2,1,NAmes,1,0,0,1,0
7997000,1288,Karapakkam,Super built-up  Area,3 BHK,18-Jun,2,1,NAmes,1,0,0,1,0
8079000,1302,Karapakkam,Super built-up  Area,2 BHK,22-Dec,2,1,NridgHt,1,0,0,1,0
7483000,1200,Karapakkam,Super built-up  Area,3 BHK,Ready To Move,2,1,OldTown,1,0,0,1,0
7664000,1231,Karapakkam,Built-up  Area,3 BHK,Ready To Move,2,1,NWAmes,1,0,0,1,0
7658000,1230,Karapakkam,Built-up  Area,2 BHK,Ready To Move,2,1,Crawfor,1,0,0,1,0
8079000,1302,Karapakkam,Super built-up  Area,3 BHK,Ready To Move,2,1,CollgCr,1,0,0,1,0
4000000,738,Medavakkam,Plot  Area,4 Bedroom,Ready To Move,2,1,Somerst,1,0,0,0,0
2890000,528,Medavakkam,Super built-up  Area,3 BHK,Ready To Move,1,1,BrkSide,1,0,0,0,0
2075000,379,Medavakkam,Plot  Area,8 Bedroom,Ready To Move,1,1,CollgCr,1,0,0,0,0
7700000,1414,Medavakkam,Super built-up  Area,2 BHK,Ready To Move,3,1,Sawyer,1,0,0,0,0
5256000,960,Medavakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,Mitchel,1,0,0,0,0
4790000,875,Medavakkam,Plot  Area,6 Bedroom,Ready To Move,2,1,CollgCr,1,0,0,0,0
7800000,1428,Medavakkam,Plot  Area,4 Bedroom,Ready To Move,3,1,Edwards,1,0,0,0,0
4188000,765,Medavakkam,Super built-up  Area,2 BHK,Ready To Move,2,0,MeadowV,1,0,0,0,0
4000000,748,Medavakkam,Built-up  Area,2 BHK,Ready To Move,2,1,NAmes,1,0,0,0,0
12500000,1500,Thoraipakkam OMR,Built-up  Area,2 BHK,Ready To Move,3,0,Somerst,1,0,0,1,0
9086000,1298,Velachery,Super built-up  Area,2 BHK,Ready To Move,3,1,Edwards,0,0,0,0,0
8043000,1149,Velachery,Plot  Area,5 Bedroom,Ready To Move,3,0,Mitchel,0,0,0,0,0
8043000,1149,Velachery,Built-up  Area,2 BHK,Ready To Move,3,1,Somerst,0,0,0,0,0
7476000,1068,Velachery,Super built-up  Area,2 BHK,Ready To Move,2,1,Gilbert,0,0,0,0,0
7476000,1068,Velachery,Super built-up  Area,2 BHK,18-Apr,2,1,NWAmes,0,0,0,0,0
6593000,899,Velachery,Built-up  Area,2 BHK,19-Dec,2,1,Crawfor,0,0,0,0,0
4519000,1078,Sithalapakkam,Built-up  Area,3 BHK,Ready To Move,3,1,NAmes,0,0,0,0,0
3810000,905,Sithalapakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,Edwards,0,0,0,0,0
3615999,882,Sithalapakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,Crawfor,0,0,0,0,0
3277000,775,Sithalapakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,NoRidge,0,0,0,0,0
5244000,1201,Medavakkam,Super built-up  Area,3 BHK,Ready To Move,3,1,Mitchel,0,0,0,0,0
4563000,1039,Medavakkam,Super built-up  Area,3 BHK,Ready To Move,2,1,Somerst,0,0,0,0,0
4278000,971,Medavakkam,Built-up  Area,3 BHK,Ready To Move,2,1,NWAmes,0,0,0,0,0
3875000,899,Medavakkam,Super built-up  Area,3 BHK,Ready To Move,2,1,OldTown,0,0,0,0,0
3479999,781,Vengaivasal,Super built-up  Area,3 BHK,Ready To Move,2,1,BrkSide,0,0,0,0,0
15400000,1100,Thiruvanmiyur,Built-up  Area,3 BHK,Ready To Move,3,1,Sawyer,0,0,0,0,0
7342000,1266,Kilkattalai,Super built-up  Area,2 BHK,Ready To Move,3,1,NridgHt,0,0,0,0,0
5800000,1000,Kilkattalai,Super built-up  Area,1 BHK,18-May,2,1,Sawyer,0,0,0,0,0
5689000,981,Kilkattalai,Super built-up  Area,3 BHK,21-Jan,2,1,CollgCr,0,0,0,0,0
5870000,1223,Nanmangalam,Plot  Area,3 Bedroom,Ready To Move,3,1,NAmes,0,0,0,0,0
5140000,1071,Nanmangalam,Built-up  Area,7 Bedroom,Ready To Move,3,1,BrkSide,0,0,0,0,0
4784000,955,Nanmangalam,Super built-up  Area,1 BHK,18-Jun,2,1,NAmes,0,0,0,0,0
4520000,900,Nanmangalam,Super built-up  Area,2 BHK,18-Sep,2,1,Sawyer,0,0,0,0,0
4084000,851,Nanmangalam,Built-up  Area,5 Bedroom,Ready To Move,2,1,SawyerW,0,0,0,0,0
2273000,530,Nanmangalam,Plot  Area,5 Bedroom,Ready To Move,1,1,NAmes,0,0,0,0,0
9086000,1298,Velachery,Super built-up  Area,3 BHK,Ready To Move,3,1,NridgHt,0,0,0,0,0
8043000,1149,Velachery,Super built-up  Area,2 BHK,Ready To Move,3,1,IDOTRR,0,0,0,0,0
8043000,1149,Velachery,Plot  Area,3 Bedroom,Ready To Move,3,1,CollgCr,0,0,0,0,0
7476000,1068,Velachery,Built-up  Area,2 BHK,Ready To Move,2,1,MeadowV,0,0,0,0,0
7476000,1068,Velachery,Super built-up  Area,2 BHK,Ready To Move,2,1,Sawyer,0,0,0,0,0
6593000,899,Velachery,Super built-up  Area,2 BHK,Ready To Move,2,1,NridgHt,0,0,0,0,0
4519000,1078,Sithalapakkam,Super built-up  Area,2 BHK,Ready To Move,3,1,NAmes,0,0,0,0,0
3810000,905,Sithalapakkam,Super built-up  Area,2 BHK,17-Mar,2,1,NridgHt,0,0,0,0,0
3615999,882,Sithalapakkam,Plot  Area,1 Bedroom,Ready To Move,2,1,NAmes,0,0,0,0,0
3277000,775,Sithalapakkam,Built-up  Area,3 BHK,18-Feb,2,1,BrkSide,0,0,0,0,0
5244000,1201,Medavakkam,Super built-up  Area,2 BHK,18-Aug,3,1,IDOTRR,0,0,0,0,0
4563000,1039,Medavakkam,Super built-up  Area,3 BHK,Ready To Move,2,1,Sawyer,0,0,0,0,0
4278000,971,Medavakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,0
3875000,899,Medavakkam,Super built-up  Area,3 BHK,Ready To Move,2,1,NAmes,0,0,0,0,0
3479999,781,Vengaivasal,Super built-up  Area,1 BHK,Ready To Move,2,1,NridgHt,0,0,0,0,0
7450000,1300,Medavakkam,Super built-up  Area,1 BHK,21-Dec,3,1,NridgHt,0,0,0,0,0
7130000,1260,Medavakkam,Super built-up  Area,1 BHK,Ready To Move,3,1,CollgCr,0,0,0,0,0
6088000,1107,Medavakkam,Plot  Area,2 Bedroom,Ready To Move,3,1,NAmes,0,0,0,0,0
5200000,1200,Selaiyur,Plot  Area,2 Bedroom,Ready To Move,3,1,NAmes,0,0,0,0,0
4000000,954,Selaiyur,Built-up  Area,3 Bedroom,18-Apr,2,0,Edwards,0,0,0,0,0
4500000,954,Madambakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,NAmes,0,0,0,0,0
5000000,954,Selaiyur,Built-up  Area,4 Bedroom,Ready To Move,2,1,Timber,0,0,0,0,0
6336000,1320,Annanagar,Super built-up  Area,3 BHK,Ready To Move,3,1,SawyerW,0,0,0,0,0
6336000,1320,Chengalpattu,Super built-up  Area,2 BHK,Ready To Move,3,1,CollgCr,0,0,0,0,0
5380000,1135,Medavakkam,Super built-up  Area,2 BHK,Ready To Move,3,1,NAmes,0,0,0,0,0
2428000,495,Medavakkam,Super built-up  Area,2 BHK,Ready To Move,1,1,NridgHt,0,0,0,0,0
4628000,960,Medavakkam,Super built-up  Area,3 BHK,Ready To Move,2,1,Mitchel,0,0,0,0,0
4069000,830,Medavakkam,Built-up  Area,2 BHK,Ready To Move,2,1,Somerst,0,0,0,0,0
3789000,765,Medavakkam,Super built-up  Area,1 BHK,Ready To Move,2,1,OldTown,0,0,0,0,0
5090000,1020,Pallikaranai,Built-up  Area,2 BHK,Ready To Move,2,1,Sawyer,0,0,0,0,0
4955000,990,Pallikaranai,Super built-up  Area,3 BHK,Ready To Move,2,0,Gilbert,0,0,0,0,0
6395000,1310,Pallikaranai,Super built-up  Area,3 BHK,Ready To Move,3,1,BrkSide,0,0,0,0,0
6530000,1340,Pallikaranai,Super built-up  Area,2 BHK,18-Mar,3,1,IDOTRR,0,0,0,0,0
5150000,952,Sunnambu Kolathur S Kolathur,Built-up  Area,4 Bedroom,Ready To Move,2,1,Veenker,0,0,0,0,0
6804000,1270,Sunnambu Kolathur S Kolathur,Super built-up  Area,3 BHK,Ready To Move,3,1,NAmes,0,0,0,0,0
7116000,1330,Sunnambu Kolathur S Kolathur,Super built-up  Area,3 BHK,Ready To Move,3,1,NAmes,0,0,0,0,0
6700000,1250,Sunnambu Kolathur S Kolathur,Super built-up  Area,3 BHK,Ready To Move,3,1,Somerst,0,0,0,0,0
6010000,1020,Madipakkam,Super built-up  Area,2 BHK,18-Dec,2,1,CollgCr,0,0,0,0,0
5525000,950,Madipakkam,Super built-up  Area,5 BHK,Ready To Move,2,1,StoneBr,0,0,0,0,0
5340000,880,Madipakkam,Built-up  Area,2 Bedroom,Ready To Move,2,1,CollgCr,0,0,0,0,0
5348000,990,Sunnambu Kolathur S Kolathur,Super built-up  Area,2 BHK,19-Mar,2,1,SawyerW,0,0,0,0,0
5348000,990,Sunnambu Kolathur S Kolathur,Super built-up  Area,2 BHK,Ready To Move,2,1,IDOTRR,0,0,0,0,0
4984000,920,Sunnambu Kolathur S Kolathur,Super built-up  Area,3 BHK,Ready To Move,2,1,NridgHt,0,0,0,0,0
5244000,970,Sunnambu Kolathur S Kolathur,Super built-up  Area,3 BHK,Ready To Move,2,1,OldTown,0,0,0,0,0
4836000,945,Medavakkam,Super built-up  Area,3 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,0
5126000,1068,Medavakkam,Super built-up  Area,4 BHK,19-Jun,2,1,NridgHt,0,0,0,0,0
9198000,1260,Velachery,Super built-up  Area,4 BHK,Ready To Move,3,1,NAmes,0,0,0,0,0
4172000,843,tambaram west,Super built-up  Area,3 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,0
4613000,932,tambaram west,Plot  Area,9 Bedroom,Ready To Move,2,1,OldTown,0,0,0,0,0
4950000,1000,tambaram west,Plot  Area,5 Bedroom,Ready To Move,2,1,ClearCr,0,0,0,0,0
6010000,1020,Madipakkam,Built-up  Area,3 BHK,Ready To Move,2,1,NAmes,0,0,0,0,0
5525000,950,Madipakkam,Super built-up  Area,4 Bedroom,Ready To Move,2,1,Mitchel,0,0,0,0,0
5340000,880,Madipakkam,Built-up  Area,1 BHK,Ready To Move,2,1,Gilbert,0,0,0,0,0
9198000,1260,Velachery,Built-up  Area,2 BHK,18-Mar,3,1,NAmes,0,0,0,0,0
4172000,843,tambaram west,Super built-up  Area,2 BHK,Ready To Move,2,1,OldTown,0,0,0,0,0
4613000,932,tambaram west,Super built-up  Area,2 BHK,Ready To Move,2,1,MeadowV,0,0,0,0,0
4950000,1000,tambaram west,Plot  Area,4 Bedroom,Ready To Move,2,1,NAmes,0,0,0,0,0
5445000,1100,tambaram west,Super built-up  Area,2 BHK,Ready To Move,3,1,BrkSide,0,0,0,0,0
4174000,859,Selaiyur,Built-up  Area,4 Bedroom,Ready To Move,2,1,Sawyer,0,0,0,0,0
4689000,965,Selaiyur,Super built-up  Area,3 BHK,17-Oct,2,1,OldTown,0,0,0,0,0
6076000,1266,Rajakilpakkam,Super built-up  Area,4 BHK,Ready To Move,3,1,NAmes,0,0,0,0,0
5130000,950,Kilkattalai,Built-up  Area,3 Bedroom,Ready To Move,2,1,Mitchel,0,0,0,0,0
4860000,900,Kilkattalai,Super built-up  Area,3 BHK,Ready To Move,2,1,Somerst,0,0,0,0,0
4257000,860,Pallikaranai,Plot  Area,4 Bedroom,Ready To Move,2,1,NAmes,0,0,0,0,0
4356000,880,Pallikaranai,Super built-up  Area,3 BHK,Ready To Move,2,1,Gilbert,0,0,0,0,0
4488000,1020,Kovilambakkam,Super built-up  Area,3 BHK,18-May,2,1,NoRidge,0,0,0,0,0
5544000,1260,Kovilambakkam,Plot  Area,4 Bedroom,Ready To Move,3,1,Gilbert,0,0,0,0,0
5022000,930,Kilkattalai,Super built-up  Area,2 BHK,Ready To Move,2,1,Somerst,0,0,0,0,0
4070000,925,Kovilambakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,IDOTRR,0,0,0,0,0
3828000,870,Kovilambakkam,Super built-up  Area,1 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,0
3953000,869,Selaiyur,Super built-up  Area,3 BHK,18-Oct,2,1,NAmes,0,0,0,0,0
4718000,983,Sembakkam,Plot  Area,3 Bedroom,Ready To Move,2,1,NAmes,0,0,0,0,0
5116000,1066,Rajakilpakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,Crawfor,0,0,0,0,0
4140000,900,Madambakkam,Super built-up  Area,3 BHK,Ready To Move,2,1,OldTown,0,0,0,0,0
4176000,870,Sembakkam,Super built-up  Area,2 BHK,18-Dec,2,1,CollgCr,0,0,0,0,0
4290000,975,Kovilambakkam,Super built-up  Area,3 BHK,Ready To Move,2,1,Gilbert,0,0,0,0,0
3889000,884,Kovilambakkam,Built-up  Area,3 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,0
7130000,1150,Pallikaranai,Super built-up  Area,2 BHK,Ready To Move,3,1,Edwards,0,0,0,0,0
4800000,975,Selaiyur,Super built-up  Area,2 BHK,Ready To Move,2,1,Edwards,0,0,0,0,0
4800000,975,Selaiyur,Super built-up  Area,3 BHK,20-Dec,2,1,NAmes,0,0,0,0,0
4400000,879,Selaiyur,Built-up  Area,1 BHK,Ready To Move,2,1,NWAmes,0,0,0,0,0
3367000,732,Medavakkam,Super built-up  Area,3 BHK,Ready To Move,2,1,SawyerW,0,0,0,0,0
4300000,884,Madipakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,SawyerW,0,0,0,1,0
3220000,700,Medavakkam,Super built-up  Area,2 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,0
