price,area1,location,area_type,size,availability,bath,balcony,society,ShoppingMall,Intercom,ATM,School,CarParking,Hospital,YearBuilt,YearRemodAdd,MoSold,YrSold,LotFrontage,1stFlrSF,2ndFlrSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,KitchenAbvGr,total_sqft
7425000,1050,Dattapada,Super built-up  Area,3 BHK,Ready To Move,2,1,NAmes,0,0,0,0,1,0,1940,1966,4,2020,75,626,591,626,626,591,1217,1,1650
8325000,1250,Dattapada,Plot  Area,3 Bedroom,Ready To Move,2,1,BrDale,0,0,0,0,1,0,2006,2007,5,2019,NA,1222,888,948,1222,888,2110,1,1850
7425000,1050,Dattapada,Built-up  Area,2 BHK,18-Jul,2,1,OldTown,0,0,0,0,1,0,2004,2004,6,2019,80,1872,0,1845,1872,0,1872,1,1650
7875000,1150,Magathane,Built-up  Area,3 Bedroom,19-Mar,2,1,NWAmes,0,0,0,0,1,0,1964,1991,4,2018,69,908,1020,1020,908,1020,1928,2,1750
9225000,1450,Magathane,Super built-up  Area,3 BHK,19-Aug,3,1,Edwards,0,0,0,0,1,0,1957,1957,6,2015,75,1375,0,1367,1375,0,1375,1,2050
9225000,1450,Magathane,Super built-up  Area,2 BHK,18-Apr,3,1,NAmes,0,0,0,0,1,0,1999,1999,9,2014,72,840,828,840,840,828,1668,1,2050
9675000,1550,Magathane,Super built-up  Area,2 BHK,Ready To Move,3,1,NAmes,0,0,0,0,1,0,2003,2003,6,2014,NA,1444,700,1444,1444,700,2144,1,2150
7537500,1075,Magathane,Super built-up  Area,2 BHK,18-Sep,2,1,Edwards,0,0,0,0,1,0,2006,2006,5,2017,55,1306,0,728,1306,0,1306,1,1675
7537500,1075,Magathane,Super built-up  Area,2 BHK,Ready To Move,2,1,Edwards,0,0,0,0,1,0,2001,2001,12,2017,44,1625,0,1573,1625,0,1625,1,1675
8775000,1350,Magathane,Super built-up  Area,3 BHK,Ready To Move,3,1,NAmes,0,0,0,0,1,0,1956,1956,12,2017,65,798,842,798,798,842,1640,1,1950
5625000,650,Magathane,Super built-up  Area,3 BHK,Ready To Move,1,1,Gilbert,0,0,0,0,1,0,1962,1962,10,2018,85,1302,0,1302,1302,0,1302,1,1250
7425000,1050,Dattapada,Super built-up  Area,3 BHK,18-Sep,2,1,Crawfor,0,0,0,0,1,0,2007,2007,6,2018,70,1314,0,1314,1314,0,1314,1,1650
5625000,650,Magathane,Super built-up  Area,3 BHK,Ready To Move,1,1,NoRidge,0,0,0,0,1,0,1977,1995,2,2016,66,1005,1286,975,1005,1286,2291,1,1250
8775000,1350,Dattapada,Super built-up  Area,3 BHK,Ready To Move,3,1,Somerst,0,0,0,0,1,0,1929,2001,5,2016,64,864,864,864,864,864,1728,1,1950
10125000,1650,Magathane,Super built-up  Area,2 BHK,Ready To Move,3,1,Edwards,0,0,0,0,1,0,1925,2004,3,2015,68,1604,0,1604,1604,0,1604,1,2250
7425000,1050,Dattapada,Built-up  Area,2 BHK,Ready To Move,2,1,NridgHt,0,0,0,0,1,0,1981,1981,5,2010,80,963,829,963,963,829,1792,1,1650
8775000,1350,Rajendra Nagar,Super built-up  Area,3 BHK,20-Jun,3,1,NridgHt,0,0,0,0,1,0,1997,1997,12,2011,70,882,0,0,882,0,882,1,1950
10125000,1650,Magathane,Super built-up  Area,3 BHK,Ready To Move,3,1,CollgCr,0,0,0,0,1,0,1939,1997,5,2011,120,1382,0,1362,1382,0,1382,1,2250
6975000,950,Dattapada,Built-up  Area,3 BHK,Ready To Move,2,1,OldTown,0,0,0,0,1,0,1940,1955,11,2012,69,1482,1092,1482,1482,1092,2574,1,1550
8550000,1300,Dattapada,Super built-up  Area,2 BHK,Ready To Move,3,1,SawyerW,0,0,0,0,1,0,1976,1976,7,2012,88,1212,0,506,1212,0,1212,1,1900
5400000,600,Dattapada,Super built-up  Area,2 BHK,Ready To Move,1,1,Crawfor,0,0,0,0,1,0,2006,2006,4,2013,50,926,0,926,926,0,1316,1,1200
7942500,1165,Magathane,Built-up  Area,3 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,1,0,1954,2005,6,2020,30,764,0,680,764,0,764,1,1765
8806500,1357,Magathane,Plot  Area,4 Bedroom,Ready To Move,3,1,NoRidge,0,0,0,0,1,0,1999,2007,6,2020,78,1422,0,1422,1422,0,1422,1,1957
9450000,1500,Dattapada,Built-up  Area,3 BHK,Ready To Move,3,1,NoRidge,0,0,0,0,1,0,1958,1988,6,2018,70,802,709,802,802,709,1511,1,2100
5625000,650,Magathane,Plot  Area,5 Bedroom,Ready To Move,1,1,Edwards,0,0,0,0,1,0,1982,1982,7,2019,60,1052,720,720,1052,720,2192,1,1250
7425000,1050,Magathane,Plot  Area,4 Bedroom,Ready To Move,2,1,NAmes,0,0,0,0,1,0,1925,2007,2,2020,71,778,0,740,778,0,778,1,1650
7425000,1050,Dattapada,Super built-up  Area,2 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,1,0,2003,2003,5,2020,NA,1113,0,1143,1113,0,1113,1,1650
6975000,950,Magathane,Built-up  Area,2 BHK,Ready To Move,2,1,Somerst,0,0,0,0,1,0,1951,1951,8,2019,84,1095,844,1095,1095,844,1939,1,1550
7875000,1150,Magathane,Super built-up  Area,2 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,1,0,2006,2007,4,2018,73,1363,0,1385,1363,0,1363,1,1750
7650000,1100,Magathane,Super built-up  Area,3 BHK,18-Feb,2,1,Edwards,0,0,0,0,1,0,1977,1977,4,2015,92,1164,1106,1152,1164,1106,2270,1,1700
9225000,1450,Magathane,Built-up  Area,2 BHK,Ready To Move,3,1,NAmes,0,0,0,0,1,0,1989,1989,4,2016,80,1632,0,1240,1632,0,1632,1,2050
7650000,1100,Dattapada,Super built-up  Area,2 BHK,Ready To Move,3,1,BrkSide,0,0,0,0,1,0,2006,2006,6,2020,76,816,0,816,816,0,816,1,1700
8775000,1350,Rajendra Nagar,Super built-up  Area,2 BHK,17-Oct,3,1,NoRidge,0,0,0,0,1,0,2007,2008,10,2020,55,952,596,952,952,596,1548,1,1950
8775000,1350,Rajendra Nagar,Super built-up  Area,4 BHK,Ready To Move,3,1,BrkSide,0,0,0,0,1,0,2008,2009,4,2020,129,1560,0,1560,1560,0,1560,1,1950
10125000,1650,Magathane,Super built-up  Area,2 BHK,Ready To Move,3,1,Somerst,0,0,0,0,1,0,1992,1992,6,2019,140,864,0,864,864,0,864,1,2250
7425000,1050,Magathane,Super built-up  Area,3 BHK,Ready To Move,2,1,IDOTRR,0,0,0,0,1,0,2006,2007,5,2019,107,2121,0,2121,2121,0,2121,1,1650
7875000,1150,Magathane,Super built-up  Area,3 BHK,18-Apr,2,1,Edwards,0,0,0,0,1,0,1962,1981,3,2018,83,1156,866,1160,1156,866,2022,1,1750
7875000,1150,Rajendra Nagar,Super built-up  Area,2 BHK,Ready To Move,3,1,Mitchel,0,0,0,0,1,0,1971,1971,1,2015,82,1175,807,807,1175,807,1982,1,1750
7425000,1050,Magathane,Built-up  Area,1 BHK,Ready To Move,2,1,OldTown,0,0,0,0,1,0,1967,1967,5,2014,60,1262,0,1262,1262,0,1262,1,1650
5332500,585,Magathane,Super built-up  Area,2 BHK,Ready To Move,1,1,Gilbert,0,0,0,0,1,0,1915,2003,4,2014,34,1314,0,1314,1314,0,1314,1,1185
5332500,585,Magathane,Super built-up  Area,4 BHK,Ready To Move,1,1,Somerst,0,0,0,0,1,0,2006,2006,12,2017,74,1468,0,1468,1468,0,1468,1,1185
8325000,1250,Magathane,Super built-up  Area,2 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,1,0,1912,2000,7,2017,50,1575,0,1575,1575,0,1575,1,1850
6975000,950,Kulupwadi,Built-up  Area,2 BHK,Ready To Move,2,1,Edwards,0,0,0,0,1,0,1949,2008,6,2017,35,625,625,625,625,625,1250,1,1550
7425000,1050,Dattapada,Super built-up  Area,2 BHK,Ready To Move,2,1,IDOTRR,0,0,0,0,1,0,1977,1994,6,2018,77,1085,649,912,1085,649,1734,1,1650
7425000,1050,Dattapada,Plot  Area,1 Bedroom,Ready To Move,2,1,BrDale,0,0,0,0,1,0,1953,1953,6,2018,NA,858,0,858,858,0,858,1,1650
8325000,1250,Magathane,Super built-up  Area,2 BHK,Ready To Move,2,1,NWAmes,0,0,0,0,1,0,1984,1984,2,2016,NA,900,0,882,900,0,900,1,1850
7425000,1050,Dattapada,Plot  Area,4 Bedroom,Ready To Move,2,1,NWAmes,0,0,0,0,1,0,1950,1950,7,2016,60,698,698,698,698,698,1396,1,1650
10125000,1650,Magathane,Super built-up  Area,3 BHK,18-Dec,3,1,OldTown,0,0,0,0,1,0,1997,1998,7,2015,120,1079,840,1079,1079,840,1919,1,2250
10125000,1650,Magathane,Super built-up  Area,2 BHK,Ready To Move,3,1,CollgCr,0,0,0,0,1,0,1968,1968,3,2010,55,936,780,780,936,780,1716,1,2250
7425000,1050,Magathane,Super built-up  Area,2 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,1,0,1950,2004,1,2011,60,1148,568,768,1148,568,1716,1,1650
7965000,1170,Kandivali East,Super built-up  Area,4 BHK,18-Dec,3,1,NAmes,0,0,0,0,1,0,1953,1953,3,2011,NA,1468,795,795,1468,795,2263,1,1770
7263000,1014,Kandivali East,Super built-up  Area,2 BHK,Ready To Move,3,1,SawyerW,0,0,0,0,1,0,1998,1999,10,2012,80,1644,0,1416,1644,0,1644,1,1614
6138000,764,Kandivali East,Super built-up  Area,3 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,1,0,2001,2002,3,2012,37,1003,0,1003,1003,0,1003,1,1364
6390000,820,Kandivali East,Super built-up  Area,2 BHK,Ready To Move,2,1,Crawfor,0,0,0,0,1,0,1972,1972,6,2013,75,910,648,910,910,648,1558,1,1420
7425000,1050,Magathane,Plot  Area,5 Bedroom,Ready To Move,2,1,CollgCr,0,0,0,0,1,0,1880,2002,6,2020,66,975,975,975,975,975,1950,1,1650
8775000,1350,Samata Nagar Thakur Village,Super built-up  Area,2 BHK,Ready To Move,3,1,OldTown,0,0,0,0,1,0,2004,2005,6,2020,90,1041,702,702,1041,702,1743,1,1950
8775000,1350,Samata Nagar Thakur Village,Plot  Area,4 Bedroom,18-Nov,3,1,NWAmes,0,0,0,0,1,0,1990,1991,8,2018,80,1152,0,1092,1152,0,1152,1,1950
8775000,1350,Sector 17 Ulwe,Super built-up  Area,2 BHK,18-Aug,2,1,Timber,0,0,0,0,1,0,1920,1950,6,2019,90,1336,0,1165,1336,0,1336,1,1950
10620000,1760,Kopar Khairane Sector 19A,Super built-up  Area,2 BHK,Ready To Move,3,1,SawyerW,0,0,0,0,1,0,1940,1950,5,2020,66,1210,1242,1028,1210,1242,2452,1,2360
10125000,1650,Koper Khairane,Super built-up  Area,2 BHK,Ready To Move,3,1,OldTown,0,0,0,0,1,0,2003,2004,1,2020,118,1541,0,1541,1541,0,1541,1,2250
5962500,725,Koparkhairane Station Road,Super built-up  Area,1 BHK,Ready To Move,1,1,NAmes,0,0,0,0,1,0,1993,1994,7,2019,70,894,0,894,894,0,894,1,1325
8550000,1300,Kanjurmarg,Super built-up  Area,2 BHK,Ready To Move,3,1,NAmes,0,0,0,0,1,0,1948,2002,5,2018,87,1675,1818,1470,1675,1818,3493,1,1900
5643000,654,Mira Road and Beyond,Built-up  Area,3 BHK,Ready To Move,1,1,BrkSide,0,0,0,0,1,0,1939,1950,7,2015,80,2000,0,2000,2000,0,2000,1,1254
4500000,400,Mira Road and Beyond,Super built-up  Area,2 BHK,Ready To Move,1,1,NoRidge,0,0,0,0,1,0,1965,1965,6,2016,116,1122,1121,700,1122,1121,2243,1,1000
4725000,450,Mira Road and Beyond,Plot  Area,5 Bedroom,Ready To Move,1,1,CollgCr,0,0,0,0,1,0,1925,1990,3,2020,NA,1035,371,319,1035,371,1406,1,1050
7650000,1100,West Amardeep Colony,Super built-up  Area,3 BHK,Ready To Move,2,1,NWAmes,0,0,0,0,1,0,2004,2005,3,2020,NA,861,0,861,861,0,861,1,1700
4432500,385,Pant Nagar,Super built-up  Area,2 BHK,Ready To Move,1,1,NAmes,0,0,0,0,1,0,1980,1980,11,2020,90,1944,0,1896,1944,0,1944,1,985
8757000,1346,mumbai,Plot  Area,9 Bedroom,Ready To Move,3,1,NAmes,0,0,0,0,1,0,2006,2006,5,2019,NA,697,804,697,697,804,1501,1,1946
6345000,810,Mira Road and Beyond,Super built-up  Area,2 BHK,Ready To Move,2,1,Somerst,0,0,0,0,1,0,1993,1993,5,2019,50,972,0,972,972,0,972,1,1410
5850000,700,Mira Road and Beyond,Super built-up  Area,2 BHK,20-Dec,2,1,NridgHt,0,0,0,0,1,0,1980,1980,5,2018,65,793,325,793,793,325,1118,1,1300
9076500,1417,Mira Road and Beyond,Super built-up  Area,3 BHK,Ready To Move,3,1,SWISU,0,0,0,0,1,0,2006,2006,6,2015,150,2036,0,2136,2036,0,2036,1,2017
6223500,783,Mira Road and Beyond,Built-up  Area,2 BHK,Ready To Move,2,1,StoneBr,0,0,0,0,1,0,2004,2004,8,2014,60,832,809,728,832,809,1641,1,1383
6165000,770,Mira Road and Beyond,Built-up  Area,1 BHK,Ready To Move,1,1,NAmes,0,0,0,0,1,0,1986,1987,7,2014,71,716,716,716,716,716,1432,1,1370
4500000,400,Mira Road and Beyond,Super built-up  Area,3 BHK,Ready To Move,1,1,Gilbert,0,0,0,0,1,0,1955,2005,8,2017,94,1153,1200,845,1153,1200,2353,1,1000
6075000,750,Mira Road and Beyond,Super built-up  Area,2 BHK,Ready To Move,2,1,Somerst,0,0,0,0,1,0,1967,2007,12,2017,75,1088,871,1088,1088,871,1959,1,1350
8010000,1180,Mira Road and Beyond,Super built-up  Area,3 BHK,Ready To Move,2,1,Somerst,0,0,0,0,1,0,1941,1950,4,2017,90,1372,1274,1347,1372,1274,2646,1,1780
5242500,565,Mira Road and Beyond,Super built-up  Area,3 BHK,Ready To Move,1,1,CollgCr,0,0,0,0,1,0,1993,1993,6,2018,NA,1472,0,1372,1472,0,1472,1,1165
6525000,850,Four Bungalows,Super built-up  Area,2 BHK,Ready To Move,2,1,MeadowV,0,0,0,0,1,0,1960,1960,9,2018,111,1249,1347,1249,1249,1347,2596,1,1450
4725000,450,Four Bungalows,Super built-up  Area,2 BHK,Ready To Move,1,1,CollgCr,0,0,0,0,1,0,1916,1994,6,2016,99,1136,1332,1136,1136,1332,2468,1,1050
6975000,950,Dattapada,Super built-up  Area,1 RK,Ready To Move,2,1,CollgCr,0,0,0,0,1,0,1920,1950,8,2016,86,1553,1177,1502,1553,1177,2730,1,1550
8325000,1250,Dattapada,Built-up  Area,6 Bedroom,Ready To Move,3,1,OldTown,0,0,0,0,1,0,1964,1964,7,2015,49,1163,0,1162,1163,0,1163,1,1850
8775000,1350,no 9,Super built-up  Area,3 BHK,Ready To Move,3,1,NAmes,0,0,0,0,1,0,1958,1992,6,2010,96,1898,1080,710,1898,1080,2978,1,1950
8100000,1200,Dattapada,Super built-up  Area,3 BHK,Ready To Move,3,1,CollgCr,0,0,0,0,1,0,2003,2004,12,2011,50,803,0,720,803,0,803,1,1800
6525000,850,Dattapada,Super built-up  Area,2 BHK,Ready To Move,2,1,NoRidge,0,0,0,0,1,0,2004,2004,5,2011,32,1719,0,1719,1719,0,1719,1,1450
8775000,1350,Rajendra Nagar,Super built-up  Area,4 BHK,Ready To Move,3,1,Somerst,0,0,0,0,1,0,1998,1998,4,2012,80,1383,0,1383,1383,0,1383,1,1950
10125000,1650,Magathane,Plot  Area,4 Bedroom,Ready To Move,3,1,Timber,0,0,0,0,1,0,1965,1965,7,2012,NA,1445,689,844,1445,689,2134,1,2250
10125000,1650,Magathane,Plot  Area,6 Bedroom,Ready To Move,3,1,SWISU,0,0,0,0,1,0,2005,2006,7,2013,60,596,596,596,596,596,1192,1,2250
8775000,1350,Rajendra Nagar,Super built-up  Area,3 BHK,18-Oct,3,1,Edwards,0,0,0,0,1,0,2002,2003,11,2020,NA,1728,0,1728,1728,0,1728,2,1950
7875000,1150,Magathane,Super built-up  Area,2 BHK,19-Feb,2,1,BrDale,0,0,0,0,1,0,1984,1998,8,2020,70,1056,0,1056,1056,0,1056,1,1750
9225000,1450,Magathane,Super built-up  Area,2 BHK,Ready To Move,3,1,Timber,0,0,0,0,1,0,1958,1998,10,2018,85,1629,0,3206,1629,0,1629,1,2050
8775000,1350,Magathane,Built-up  Area,2 BHK,Ready To Move,3,1,Edwards,0,0,0,0,1,0,2002,2002,7,2019,59,1358,0,1358,1358,0,1358,1,1950
8325000,1250,Magathane,Built-up  Area,7 Bedroom,Ready To Move,3,1,NAmes,0,0,0,0,1,0,1950,1950,7,2020,59,943,695,943,943,695,1638,1,1850
7650000,1100,Rajendra Nagar,Super built-up  Area,3 BHK,Ready To Move,3,1,OldTown,0,0,0,0,1,0,1949,1950,8,2020,NA,1619,167,1499,1619,167,1786,1,1700
9225000,1450,Magathane,Super built-up  Area,2 BHK,Ready To Move,3,1,Sawyer,0,0,0,0,1,0,2005,2005,7,2019,86,1922,0,1922,1922,0,1922,1,2050
7650000,1100,Magathane,Super built-up  Area,2 BHK,Ready To Move,2,1,Edwards,0,0,0,0,1,0,1976,1976,12,2018,70,1536,0,1536,1536,0,1536,1,1700
5220000,560,Kandivali East,Super built-up  Area,2 BHK,Ready To Move,2,1,IDOTRR,0,0,0,0,1,0,1939,1950,5,2015,91,1621,0,1208,1621,0,1621,1,1160
7200000,1000,kolshet,Super built-up  Area,3 BHK,Ready To Move,2,1,NWAmes,0,0,0,0,1,1,1960,1998,6,2016,66,1215,0,1215,1215,0,1215,1,1600
9810000,1580,Hiranandani Meadows,Super built-up  Area,3 BHK,Ready To Move,3,1,OldTown,0,0,0,0,1,1,1960,1960,4,2020,85,993,915,967,993,915,1908,1,2180
8752500,1345,Hiranandani Meadows,Super built-up  Area,4 BHK,18-Dec,3,1,Gilbert,0,0,0,0,1,1,2003,2004,9,2020,60,841,0,721,841,0,841,1,1945
4972500,505,Badlapur,Super built-up  Area,2 BHK,Ready To Move,1,1,BrkSide,0,1,1,1,1,1,2005,2006,5,2020,NA,1040,0,0,1040,0,1040,2,1105
8212500,1225,Kalpataru,Super built-up  Area,2 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,1,0,2007,2007,7,2019,63,1684,0,1684,1684,0,1684,1,1825
7317000,1026,kolshet,Built-up  Area,2 BHK,Ready To Move,2,1,NAmes,0,0,0,0,1,0,1986,1986,4,2019,36,536,576,536,536,576,1112,1,1626
6750000,900,Thane,Super built-up  Area,3 BHK,Ready To Move,2,1,NAmes,1,1,1,1,1,1,1941,1950,10,2018,65,972,605,972,972,605,1577,1,1500
6534000,852,Kharghar,Built-up  Area,2 BHK,Ready To Move,2,1,OldTown,0,1,0,0,1,0,1928,2003,4,2015,NA,958,0,958,958,0,958,1,1452
7906500,1157,Thane West,Plot  Area,4 Bedroom,Ready To Move,2,1,Blmngtn,0,1,0,0,1,0,1940,2000,12,2014,NA,1478,0,1478,1478,0,1478,1,1757
6633000,874,Malad West,Super built-up  Area,3 BHK,Ready To Move,2,1,Timber,0,1,0,0,1,0,1995,1995,10,2014,36,764,862,764,764,862,1626,1,1474
7060500,969,Khar,Built-up  Area,3 BHK,Ready To Move,2,1,Timber,1,1,1,1,1,1,1992,1992,4,2017,56,1848,880,1848,1848,880,2728,1,1569
6975000,950,Khar,Plot  Area,4 Bedroom,18-Apr,2,1,BrkSide,1,1,1,1,1,1,1976,1976,12,2017,68,1869,0,1869,1869,0,1869,1,1550
7717500,1115,taloja panchanand,Super built-up  Area,4 BHK,18-Jul,2,1,NAmes,0,0,0,0,1,0,1958,1958,12,2017,NA,1453,0,1453,1453,0,1453,1,1715
5805000,690,taloja panchanand,Super built-up  Area,2 BHK,Ready To Move,1,1,SWISU,0,0,0,0,1,0,1998,1998,3,2018,60,616,495,616,616,495,1111,1,1290
4599000,422,Petali,Super built-up  Area,2 BHK,17-Jul,1,1,BrkSide,0,0,0,0,1,0,1978,1978,5,2018,60,720,0,624,720,0,720,1,1022
6912000,936,kolshet,Built-up  Area,2 BHK,Ready To Move,2,1,Gilbert,0,0,0,0,1,0,1940,1982,6,2016,60,1192,403,940,1192,403,1595,1,1536
5292000,576,kolshet,Super built-up  Area,2 BHK,18-Aug,1,1,CollgCr,0,0,0,0,1,0,2003,2003,8,2016,105,1200,0,1200,1200,0,1200,1,1176
5400000,600,Borivali East,Built-up  Area,1 BHK,Ready To Move,1,1,Somerst,0,1,0,0,1,0,1972,2007,7,2015,NA,1167,0,1158,1167,0,1167,1,1200
6781500,907,Borivali East,Super built-up  Area,2 BHK,Ready To Move,2,1,OldTown,0,0,0,0,1,0,1976,1976,8,2010,44,1142,0,1142,1142,0,1142,1,1507
7987500,1175,Kamothe,Super built-up  Area,3 BHK,Ready To Move,2,1,Crawfor,1,1,0,0,1,0,1920,1997,7,2011,92,1352,0,1062,1352,0,1352,1,1775
9562500,1525,Kharghar Sector 34C,Super built-up  Area,4 BHK,Ready To Move,2,1,CollgCr,0,0,0,0,0,0,1963,1963,6,2011,78,1086,838,1086,1086,838,1924,1,2125
5143500,543,Bhandup West,Built-up  Area,3 BHK,18-Dec,1,1,Mitchel,0,0,0,0,1,0,1962,1962,6,2012,NA,912,0,888,912,0,912,1,1143
8401500,1267,Wadala,Super built-up  Area,3 BHK,18-Nov,3,1,OldTown,0,1,1,1,1,1,1954,1954,7,2012,NA,988,517,883,988,517,1505,1,1867
10507500,1735,Wadala,Super built-up  Area,2 BHK,Ready To Move,3,1,NWAmes,1,1,1,1,1,1,1959,2006,7,2013,64,495,1427,0,495,1427,1922,1,2335
18045000,3410,Ghatkopar East,Super built-up  Area,4 BHK,Ready To Move,4,1,CollgCr,0,1,0,0,1,0,2000,2000,5,2020,21,483,504,483,483,504,987,1,4010
11025000,1850,Malad West,Built-up  Area,2 BHK,Ready To Move,3,1,NAmes,0,0,0,0,0,0,1959,1959,7,2020,NA,790,784,796,790,784,1574,1,2450
5859000,702,Mumbai Agra National Highway,Super built-up  Area,4 BHK,20-Dec,1,1,NAmes,0,0,0,0,0,0,1984,1984,7,2018,59,672,672,672,672,672,1344,1,1302
5247000,566,Dahisar,Super built-up  Area,3 BHK,Ready To Move,1,1,SawyerW,0,1,0,0,1,0,1953,1953,7,2019,NA,1394,0,1394,1394,0,1394,1,1166
8595000,1310,Malad West,Super built-up  Area,3 BHK,Ready To Move,3,1,BrkSide,1,1,1,1,1,1,2003,2004,12,2020,101,1431,0,1099,1431,0,1431,1,1910
4977000,506,vasant vihar thane west,Built-up  Area,3 BHK,Ready To Move,1,1,Blmngtn,0,1,0,0,1,0,1922,1950,3,2020,78,1268,0,1268,1268,0,1268,1,1106
4990500,509,Thane West,Super built-up  Area,1 BHK,21-Oct,1,1,OldTown,0,1,0,0,1,0,1996,1996,3,2019,NA,1287,0,1063,1287,0,1287,1,1109
6975000,950,Kalyan West,Built-up  Area,2 BHK,20-Dec,2,1,NoRidge,0,0,0,0,0,0,2004,2005,1,2018,NA,953,711,953,953,711,1664,1,1550
5782500,685,Shirgaon,Super built-up  Area,2 BHK,Ready To Move,1,1,NAmes,0,0,0,0,0,0,2010,2010,7,2015,80,1120,468,0,1120,468,1588,1,1285
13567500,2415,Kandivali East,Super built-up  Area,3 BHK,Ready To Move,4,1,Crawfor,0,0,0,0,1,0,2000,2000,2,2016,50,752,0,744,752,0,752,1,3015
6750000,900,Pokhran 2,Super built-up  Area,2 BHK,Ready To Move,2,1,NWAmes,0,0,0,0,0,0,1924,1950,11,2020,79,1319,0,608,1319,0,1319,1,1500
9180000,1440,Sector 20 Kharghar,Built-up  Area,2 BHK,Ready To Move,3,1,NPkVill,0,0,0,0,0,0,2006,2006,7,2020,65,847,1081,847,847,1081,1928,1,2040
5625000,650,Virar,Built-up  Area,2 BHK,Ready To Move,1,1,CollgCr,0,0,0,0,1,0,2006,2006,3,2020,NA,904,0,683,904,0,904,1,1250
6390000,820,Mira Road East,Super built-up  Area,2 BHK,18-Apr,2,1,Edwards,1,1,1,1,1,1,1928,1950,7,2019,57,914,0,870,914,0,914,1,1420
5355000,590,Nala Sopara,Super built-up  Area,2 BHK,18-May,1,1,NAmes,1,0,1,1,1,1,1992,1992,12,2019,102,1580,886,1580,1580,886,2466,1,1190
5625000,650,Mira Road East,Built-up  Area,6 Bedroom,Ready To Move,1,0,NAmes,1,1,0,0,1,1,2004,2005,6,2018,88,1856,0,1856,1856,0,1856,1,1250
5850000,700,Mira Road East,Plot  Area,2 Bedroom,Ready To Move,1,0,NoRidge,0,1,0,0,1,0,1910,1996,6,2015,60,1007,793,982,1007,793,1800,1,1300
9900000,1600,Kharghar,Super built-up  Area,3 BHK,Ready To Move,3,0,NAmes,0,0,0,0,1,0,1976,1976,5,2014,50,1026,665,1026,1026,665,1691,1,2200
7830000,1140,Kharghar,Super built-up  Area,2 BHK,Ready To Move,2,1,OldTown,0,0,0,0,1,0,1999,2000,8,2014,60,1301,0,1293,1301,0,1301,1,1740
9459000,1502,Kharghar,Super built-up  Area,3 BHK,Ready To Move,3,1,NWAmes,0,0,0,0,1,0,2007,2008,4,2017,79,939,858,939,939,858,1797,1,2102
9900000,1600,Kharghar,Super built-up  Area,2 BHK,Ready To Move,3,1,Gilbert,0,0,0,0,1,0,1900,1950,10,2017,60,784,0,784,784,0,784,1,2200
5625000,650,Kharghar,Super built-up  Area,2 BHK,Ready To Move,1,1,NPkVill,0,1,0,0,1,0,2001,2002,6,2017,NA,1079,874,1580,1079,874,1953,1,1250
9900000,1600,Kharghar,Plot  Area,4 Bedroom,Ready To Move,3,1,OldTown,0,1,0,0,1,0,1959,1959,4,2018,43,1269,0,1256,1269,0,1269,1,2200
7830000,1140,Kharghar,Super built-up  Area,3 BHK,Ready To Move,2,1,Gilbert,0,0,0,0,1,0,1941,1950,5,2018,58,658,526,658,658,526,1184,1,1740
8662500,1325,Kharghar,Super built-up  Area,3 BHK,Ready To Move,2,1,Mitchel,0,1,0,0,1,0,1940,1950,10,2016,72,1125,0,1041,1125,0,1125,1,1925
10462500,1725,Kharghar,Super built-up  Area,3 BHK,18-Jun,3,1,NAmes,0,1,0,0,1,0,1956,1956,7,2016,93,1479,0,1468,1479,0,1479,1,2325
8352000,1256,Kharghar,Super built-up  Area,3 BHK,18-Jun,2,1,NAmes,0,1,0,0,1,0,1972,1972,8,2015,96,1742,590,1682,1742,590,2332,1,1856
9900000,1600,Kharghar,Super built-up  Area,2 BHK,22-Dec,3,1,NridgHt,0,0,0,0,1,0,1962,1962,4,2010,50,961,406,861,961,406,1367,1,2200
9900000,1600,Kharghar,Super built-up  Area,3 BHK,Ready To Move,3,1,OldTown,0,0,0,0,1,0,1920,1950,6,2011,71,804,1157,804,804,1157,1961,1,2200
11835000,2030,Kharghar,Built-up  Area,3 BHK,Ready To Move,3,1,NWAmes,0,1,0,0,1,0,2006,2007,7,2011,NA,882,0,0,882,0,882,1,2630
10462500,1725,Kharghar,Built-up  Area,2 BHK,Ready To Move,3,1,Crawfor,0,1,0,0,1,0,1996,1996,4,2012,NA,788,0,788,788,0,788,1,2325
10260000,1680,Kharghar,Super built-up  Area,3 BHK,Ready To Move,3,1,CollgCr,0,1,0,0,1,0,2005,2005,7,2012,60,735,299,735,735,299,1034,1,2280
10845000,1810,Kharghar,Plot  Area,4 Bedroom,Ready To Move,3,1,Somerst,0,1,0,0,1,0,1940,1997,6,2013,68,1144,0,1144,1144,0,1144,1,2410
8662500,1325,Kharghar,Super built-up  Area,3 BHK,Ready To Move,2,1,BrkSide,0,1,0,0,1,0,1998,1998,9,2020,60,894,0,894,894,0,894,1,1925
